country,city,agency,feed_url,mdb_id,license,status
DE,Rech,gtfs.de — Rech,https://download.gtfs.de/germany/free/latest.zip,de-city-b08b151abd,,active
DE,Rechberghausen,gtfs.de — Rechberghausen,https://download.gtfs.de/germany/free/latest.zip,de-city-bc55f2a133,,active
DE,Rechenberg-Bienenmuhle,gtfs.de — Rechenberg-Bienenmuhle,https://download.gtfs.de/germany/free/latest.zip,de-city-980691a491,,active
DE,Rechlin,gtfs.de — Rechlin,https://download.gtfs.de/germany/free/latest.zip,de-city-240a3c7f2b,,active
DE,Rechtenbach,gtfs.de — Rechtenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-9accacf455,,active
DE,Rechtenstein,gtfs.de — Rechtenstein,https://download.gtfs.de/germany/free/latest.zip,de-city-f534e00187,,active
DE,Rechtmehring,gtfs.de — Rechtmehring,https://download.gtfs.de/germany/free/latest.zip,de-city-376d1698f5,,active
DE,Rechtsupweg,gtfs.de — Rechtsupweg,https://download.gtfs.de/germany/free/latest.zip,de-city-76a0949daf,,active
DE,Reckendorf,gtfs.de — Reckendorf,https://download.gtfs.de/germany/free/latest.zip,de-city-d67832b980,,active
DE,Rednitzhembach,gtfs.de — Rednitzhembach,https://download.gtfs.de/germany/free/latest.zip,de-city-6f10af2ed2,,active
DE,Redwitz an der Rodach,gtfs.de — Redwitz an der Rodach,https://download.gtfs.de/germany/free/latest.zip,de-city-1cabe59af7,,active
DE,Rees,gtfs.de — Rees,https://download.gtfs.de/germany/free/latest.zip,de-city-642ded4c42,,active
DE,Reessum,gtfs.de — Reessum,https://download.gtfs.de/germany/free/latest.zip,de-city-42e2442990,,active
DE,Regen,gtfs.de — Regen,https://download.gtfs.de/germany/free/latest.zip,de-city-a6c3cdba8a,,active
DE,Regensburg,RVV Regensburger Verkehrsverbund (Mentz EFA),https://efa.rvv.de/efa/XML_DM_REQUEST,rtweb-de-rvv-regensburger-verkehrsv,,active
DE,Regensburg,gtfs.de — Regensburg,https://download.gtfs.de/germany/free/latest.zip,de-city-a3c90243d7,,active
DE,Regenstauf,gtfs.de — Regenstauf,https://download.gtfs.de/germany/free/latest.zip,de-city-fbc5acf486,,active
DE,Regis-Breitingen,gtfs.de — Regis-Breitingen,https://download.gtfs.de/germany/free/latest.zip,de-city-ea99f876a0,,active
DE,Regnitzlosau,gtfs.de — Regnitzlosau,https://download.gtfs.de/germany/free/latest.zip,de-city-acae0aa707,,active
DE,Rehau,gtfs.de — Rehau,https://download.gtfs.de/germany/free/latest.zip,de-city-82face12b7,,active
DE,Rehe,gtfs.de — Rehe,https://download.gtfs.de/germany/free/latest.zip,de-city-d18a3a9cc9,,active
DE,Rehhorst,gtfs.de — Rehhorst,https://download.gtfs.de/germany/free/latest.zip,de-city-465df02928,,active
DE,Rehling,gtfs.de — Rehling,https://download.gtfs.de/germany/free/latest.zip,de-city-7a21468c5e,,active
DE,Rehlingen,gtfs.de — Rehlingen,https://download.gtfs.de/germany/free/latest.zip,de-city-08beac1442,,active
DE,Rehlingen-Siersburg,gtfs.de — Rehlingen-Siersburg,https://download.gtfs.de/germany/free/latest.zip,de-city-226c5dc084,,active
DE,Rehna,gtfs.de — Rehna,https://download.gtfs.de/germany/free/latest.zip,de-city-7aad94a535,,active
DE,Rehren,gtfs.de — Rehren,https://download.gtfs.de/germany/free/latest.zip,de-city-0876ea2237,,active
DE,Rehweiler,gtfs.de — Rehweiler,https://download.gtfs.de/germany/free/latest.zip,de-city-eeff0451b6,,active
DE,Reich,gtfs.de — Reich,https://download.gtfs.de/germany/free/latest.zip,de-city-191124ca94,,active
DE,Reichelsheim,gtfs.de — Reichelsheim,https://download.gtfs.de/germany/free/latest.zip,de-city-7fc76fcc79,,active
DE,Reichenbach,gtfs.de — Reichenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-a2102b5a7f,,active
DE,Reichenbach-Steegen,gtfs.de — Reichenbach-Steegen,https://download.gtfs.de/germany/free/latest.zip,de-city-5c21ffdb4c,,active
DE,Reichenbach/Vogtland,gtfs.de — Reichenbach/Vogtland,https://download.gtfs.de/germany/free/latest.zip,de-city-170f5aa295,,active
DE,Reichenberg,gtfs.de — Reichenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-0bd8ec66c9,,active
DE,Reichertshausen,gtfs.de — Reichertshausen,https://download.gtfs.de/germany/free/latest.zip,de-city-5893b7a4a0,,active
DE,Reichertsheim,gtfs.de — Reichertsheim,https://download.gtfs.de/germany/free/latest.zip,de-city-6750f11a99,,active
DE,Reichertshofen,gtfs.de — Reichertshofen,https://download.gtfs.de/germany/free/latest.zip,de-city-fa300f0ec4,,active
DE,Reichling,gtfs.de — Reichling,https://download.gtfs.de/germany/free/latest.zip,de-city-d213081700,,active
DE,Reichsthal,gtfs.de — Reichsthal,https://download.gtfs.de/germany/free/latest.zip,de-city-584d3966a6,,active
DE,Reidenhausen,gtfs.de — Reidenhausen,https://download.gtfs.de/germany/free/latest.zip,de-city-9d462cf939,,active
DE,Reil,gtfs.de — Reil,https://download.gtfs.de/germany/free/latest.zip,de-city-159a461236,,active
DE,Reinberg,gtfs.de — Reinberg,https://download.gtfs.de/germany/free/latest.zip,de-city-ce7cbb39c6,,active
DE,Reinfeld,gtfs.de — Reinfeld,https://download.gtfs.de/germany/free/latest.zip,de-city-007288c691,,active
DE,Reinickendorf,gtfs.de — Reinickendorf,https://download.gtfs.de/germany/free/latest.zip,de-city-cbf3061f68,,active
DE,Reinsberg,gtfs.de — Reinsberg,https://download.gtfs.de/germany/free/latest.zip,de-city-1bc3b7bd14,,active
DE,Reinsdorf,gtfs.de — Reinsdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-841c425782,,active
DE,Reinstadt,gtfs.de — Reinstadt,https://download.gtfs.de/germany/free/latest.zip,de-city-d379e95ab4,,active
DE,Reipeldingen,gtfs.de — Reipeldingen,https://download.gtfs.de/germany/free/latest.zip,de-city-3fc4f6ae01,,active
DE,Reisbach,gtfs.de — Reisbach,https://download.gtfs.de/germany/free/latest.zip,de-city-dd564d23ac,,active
DE,Reischach,gtfs.de — Reischach,https://download.gtfs.de/germany/free/latest.zip,de-city-48c5b53d15,,active
DE,Reiskirchen,gtfs.de — Reiskirchen,https://download.gtfs.de/germany/free/latest.zip,de-city-6fa6fefb6c,,active
DE,Reit im Winkl,gtfs.de — Reit im Winkl,https://download.gtfs.de/germany/free/latest.zip,de-city-c4983aa2b6,,active
DE,Reitzenhain,gtfs.de — Reitzenhain,https://download.gtfs.de/germany/free/latest.zip,de-city-e0045b64da,,active
DE,Rellingen,gtfs.de — Rellingen,https://download.gtfs.de/germany/free/latest.zip,de-city-346b3bc5ad,,active
DE,Remagen,gtfs.de — Remagen,https://download.gtfs.de/germany/free/latest.zip,de-city-24d987398f,,active
DE,Remptendorf,gtfs.de — Remptendorf,https://download.gtfs.de/germany/free/latest.zip,de-city-69e4605113,,active
DE,Renchen,gtfs.de — Renchen,https://download.gtfs.de/germany/free/latest.zip,de-city-3dbff0dc76,,active
DE,Rendsburg,gtfs.de — Rendsburg,https://download.gtfs.de/germany/free/latest.zip,de-city-06c02544b5,,active
DE,Rendswuhren,gtfs.de — Rendswuhren,https://download.gtfs.de/germany/free/latest.zip,de-city-acaab6f43c,,active
DE,Rennau,gtfs.de — Rennau,https://download.gtfs.de/germany/free/latest.zip,de-city-6b5fe4c3cb,,active
DE,Rennertshofen,gtfs.de — Rennertshofen,https://download.gtfs.de/germany/free/latest.zip,de-city-117eebf37f,,active
DE,Renningen,gtfs.de — Renningen,https://download.gtfs.de/germany/free/latest.zip,de-city-76beb1a0e3,,active
DE,Rentweinsdorf,gtfs.de — Rentweinsdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-4a1d89ff3d,,active
DE,Retgendorf,gtfs.de — Retgendorf,https://download.gtfs.de/germany/free/latest.zip,de-city-6178adba49,,active
DE,Rethem,gtfs.de — Rethem,https://download.gtfs.de/germany/free/latest.zip,de-city-87a3c909d0,,active
DE,Retschow,gtfs.de — Retschow,https://download.gtfs.de/germany/free/latest.zip,de-city-6d4e106801,,active
DE,Rettenbach,gtfs.de — Rettenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-bacef5970b,,active
DE,Rettenberg,gtfs.de — Rettenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-fec5cd8eca,,active
DE,Rettert,gtfs.de — Rettert,https://download.gtfs.de/germany/free/latest.zip,de-city-9d7a056918,,active
DE,Retzow,gtfs.de — Retzow,https://download.gtfs.de/germany/free/latest.zip,de-city-9e5a95586e,,active
DE,Reurieth,gtfs.de — Reurieth,https://download.gtfs.de/germany/free/latest.zip,de-city-e12a2c3ad0,,active
DE,Reut,gtfs.de — Reut,https://download.gtfs.de/germany/free/latest.zip,de-city-50b1031b7e,,active
DE,Reuth,gtfs.de — Reuth,https://download.gtfs.de/germany/free/latest.zip,de-city-412e3825e0,,active
DE,Reutlingen,gtfs.de — Reutlingen,https://download.gtfs.de/germany/free/latest.zip,de-city-fb7d2fe229,,active
DE,Rhede,gtfs.de — Rhede,https://download.gtfs.de/germany/free/latest.zip,de-city-9f72c5e34a,,active
DE,Rheden,gtfs.de — Rheden,https://download.gtfs.de/germany/free/latest.zip,de-city-3914cfe11e,,active
DE,Rheinau,gtfs.de — Rheinau,https://download.gtfs.de/germany/free/latest.zip,de-city-6eb86ba6f9,,active
DE,Rheinbach,gtfs.de — Rheinbach,https://download.gtfs.de/germany/free/latest.zip,de-city-9d15e3e439,,active
DE,Rheinbollen,gtfs.de — Rheinbollen,https://download.gtfs.de/germany/free/latest.zip,de-city-00f6d8ad6f,,active
DE,Rheinbreitbach,gtfs.de — Rheinbreitbach,https://download.gtfs.de/germany/free/latest.zip,de-city-5cac4a0085,,active
DE,Rheine,gtfs.de — Rheine,https://download.gtfs.de/germany/free/latest.zip,de-city-ca9dbb509d,,active
DE,Rheinfelden (Baden),gtfs.de — Rheinfelden (Baden),https://download.gtfs.de/germany/free/latest.zip,de-city-6df7e56c14,,active
DE,Rheinsberg,gtfs.de — Rheinsberg,https://download.gtfs.de/germany/free/latest.zip,de-city-0ee892359d,,active
DE,Rheinstetten,gtfs.de — Rheinstetten,https://download.gtfs.de/germany/free/latest.zip,de-city-6a87bf12af,,active
DE,Rhens,gtfs.de — Rhens,https://download.gtfs.de/germany/free/latest.zip,de-city-f0d3720068,,active
DE,Rhinow,gtfs.de — Rhinow,https://download.gtfs.de/germany/free/latest.zip,de-city-e960fde779,,active
DE,Rhodt unter Rietburg,gtfs.de — Rhodt unter Rietburg,https://download.gtfs.de/germany/free/latest.zip,de-city-d60b697bd4,,active
DE,Rhumspringe,gtfs.de — Rhumspringe,https://download.gtfs.de/germany/free/latest.zip,de-city-9753593d63,,active
DE,Ribnitz-Damgarten,gtfs.de — Ribnitz-Damgarten,https://download.gtfs.de/germany/free/latest.zip,de-city-432ad0ad38,,active
DE,Richtenberg,gtfs.de — Richtenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-3630256306,,active
DE,Rickenbach,gtfs.de — Rickenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-5e5ac9adc8,,active
DE,Rickling,gtfs.de — Rickling,https://download.gtfs.de/germany/free/latest.zip,de-city-d74a60a175,,active
DE,Ried,gtfs.de — Ried,https://download.gtfs.de/germany/free/latest.zip,de-city-feb1d81abd,,active
DE,Riede,gtfs.de — Riede,https://download.gtfs.de/germany/free/latest.zip,de-city-576ce030ae,,active
DE,Riedelberg,gtfs.de — Riedelberg,https://download.gtfs.de/germany/free/latest.zip,de-city-d63fbe7622,,active
DE,Rieden,gtfs.de — Rieden,https://download.gtfs.de/germany/free/latest.zip,de-city-74785a21c6,,active
DE,Rieden an der Kotz,gtfs.de — Rieden an der Kotz,https://download.gtfs.de/germany/free/latest.zip,de-city-00707974f3,,active
DE,Riedenberg,gtfs.de — Riedenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-09e8cc04d7,,active
DE,Riedenburg,gtfs.de — Riedenburg,https://download.gtfs.de/germany/free/latest.zip,de-city-0e865a75f2,,active
DE,Riedering,gtfs.de — Riedering,https://download.gtfs.de/germany/free/latest.zip,de-city-f9b0acbbb4,,active
DE,Riedlingen,gtfs.de — Riedlingen,https://download.gtfs.de/germany/free/latest.zip,de-city-5edfea6c46,,active
DE,Riedstadt,gtfs.de — Riedstadt,https://download.gtfs.de/germany/free/latest.zip,de-city-157d36acae,,active
DE,Riegelsberg,gtfs.de — Riegelsberg,https://download.gtfs.de/germany/free/latest.zip,de-city-7ac762a7e6,,active
DE,Riegsee,gtfs.de — Riegsee,https://download.gtfs.de/germany/free/latest.zip,de-city-fe2a733d68,,active
DE,Riekofen,gtfs.de — Riekofen,https://download.gtfs.de/germany/free/latest.zip,de-city-03b99c3821,,active
DE,Rielasingen-Worblingen,gtfs.de — Rielasingen-Worblingen,https://download.gtfs.de/germany/free/latest.zip,de-city-e26d9c63b1,,active
DE,Riepsdorf,gtfs.de — Riepsdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-77eaf70547,,active
DE,Riesa,gtfs.de — Riesa,https://download.gtfs.de/germany/free/latest.zip,de-city-1f66c90b3f,,active
DE,Rieste,gtfs.de — Rieste,https://download.gtfs.de/germany/free/latest.zip,de-city-832340a5d5,,active
DE,Riestedt,gtfs.de — Riestedt,https://download.gtfs.de/germany/free/latest.zip,de-city-31e541c882,,active
DE,Rietberg,gtfs.de — Rietberg,https://download.gtfs.de/germany/free/latest.zip,de-city-a6c3c687e2,,active
DE,Rietschen,gtfs.de — Rietschen,https://download.gtfs.de/germany/free/latest.zip,de-city-dc98d8b74a,,active
DE,Rietz Neuendorf,gtfs.de — Rietz Neuendorf,https://download.gtfs.de/germany/free/latest.zip,de-city-401a206ca4,,active
DE,Rimbach,gtfs.de — Rimbach,https://download.gtfs.de/germany/free/latest.zip,de-city-a6130fa84b,,active
DE,Rimsting,gtfs.de — Rimsting,https://download.gtfs.de/germany/free/latest.zip,de-city-eb8b8f4c92,,active
DE,Rinchnach,gtfs.de — Rinchnach,https://download.gtfs.de/germany/free/latest.zip,de-city-2335e9dd3d,,active
DE,Ringelai,gtfs.de — Ringelai,https://download.gtfs.de/germany/free/latest.zip,de-city-04d8dfa005,,active
DE,Ringsberg,gtfs.de — Ringsberg,https://download.gtfs.de/germany/free/latest.zip,de-city-ad4530ca4d,,active
DE,Ringstedt,gtfs.de — Ringstedt,https://download.gtfs.de/germany/free/latest.zip,de-city-d979c277cc,,active
DE,Rinnthal,gtfs.de — Rinnthal,https://download.gtfs.de/germany/free/latest.zip,de-city-e5b83a90da,,active
DE,Rinteln,gtfs.de — Rinteln,https://download.gtfs.de/germany/free/latest.zip,de-city-21f3816f58,,active
DE,Ritterhude,gtfs.de — Ritterhude,https://download.gtfs.de/germany/free/latest.zip,de-city-1e2ed96619,,active
DE,Rittersdorf,gtfs.de — Rittersdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-1d837980b7,,active
DE,Rittersgrun,gtfs.de — Rittersgrun,https://download.gtfs.de/germany/free/latest.zip,de-city-35e9346bf9,,active
DE,Robel,gtfs.de — Robel,https://download.gtfs.de/germany/free/latest.zip,de-city-bb562e6ba4,,active
DE,Roblingen am See,gtfs.de — Roblingen am See,https://download.gtfs.de/germany/free/latest.zip,de-city-baf028afa3,,active
DE,Rochau,gtfs.de — Rochau,https://download.gtfs.de/germany/free/latest.zip,de-city-69eeb8049d,,active
DE,Rochlitz,gtfs.de — Rochlitz,https://download.gtfs.de/germany/free/latest.zip,de-city-042a158b92,,active
DE,Rockenberg,gtfs.de — Rockenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-a693605c85,,active
DE,Rockhausen,gtfs.de — Rockhausen,https://download.gtfs.de/germany/free/latest.zip,de-city-c1a2087e2b,,active
DE,Rockingen,gtfs.de — Rockingen,https://download.gtfs.de/germany/free/latest.zip,de-city-62cef2c6bf,,active
DE,Rodalben,gtfs.de — Rodalben,https://download.gtfs.de/germany/free/latest.zip,de-city-65983f569f,,active
DE,Rodelmaier,gtfs.de — Rodelmaier,https://download.gtfs.de/germany/free/latest.zip,de-city-51b7fc0998,,active
DE,Rodelsee,gtfs.de — Rodelsee,https://download.gtfs.de/germany/free/latest.zip,de-city-03ed431210,,active
DE,Roden,gtfs.de — Roden,https://download.gtfs.de/germany/free/latest.zip,de-city-fd649dedc6,,active
DE,Rodenbach,gtfs.de — Rodenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-cb52db9a7c,,active
DE,Rodenberg,gtfs.de — Rodenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-a74d587f31,,active
DE,Rodental,gtfs.de — Rodental,https://download.gtfs.de/germany/free/latest.zip,de-city-948cc1a168,,active
DE,Roding,gtfs.de — Roding,https://download.gtfs.de/germany/free/latest.zip,de-city-28e0cf4d84,,active
DE,Rodinghausen,gtfs.de — Rodinghausen,https://download.gtfs.de/germany/free/latest.zip,de-city-7d3c213e39,,active
DE,Rodleben,gtfs.de — Rodleben,https://download.gtfs.de/germany/free/latest.zip,de-city-3227127006,,active
DE,Roehrnbach,gtfs.de — Roehrnbach,https://download.gtfs.de/germany/free/latest.zip,de-city-05a9b48709,,active
DE,Roetgen,gtfs.de — Roetgen,https://download.gtfs.de/germany/free/latest.zip,de-city-442758bce3,,active
DE,Roetz,gtfs.de — Roetz,https://download.gtfs.de/germany/free/latest.zip,de-city-99615135b9,,active
DE,Rofingen,gtfs.de — Rofingen,https://download.gtfs.de/germany/free/latest.zip,de-city-81423bee13,,active
DE,Rogatz,gtfs.de — Rogatz,https://download.gtfs.de/germany/free/latest.zip,de-city-c34b89a0c4,,active
DE,Roggenburg,gtfs.de — Roggenburg,https://download.gtfs.de/germany/free/latest.zip,de-city-49bd4484fe,,active
DE,Roggendorf,gtfs.de — Roggendorf,https://download.gtfs.de/germany/free/latest.zip,de-city-cd2e8ebb91,,active
DE,Roggentin,gtfs.de — Roggentin,https://download.gtfs.de/germany/free/latest.zip,de-city-770d6a7344,,active
DE,Rohl,gtfs.de — Rohl,https://download.gtfs.de/germany/free/latest.zip,de-city-7fbdfd3a1f,,active
DE,Rohr,gtfs.de — Rohr,https://download.gtfs.de/germany/free/latest.zip,de-city-fce57e8dbd,,active
DE,Rohrbach,gtfs.de — Rohrbach,https://download.gtfs.de/germany/free/latest.zip,de-city-3c4d5cb161,,active
DE,Rohrberg,gtfs.de — Rohrberg,https://download.gtfs.de/germany/free/latest.zip,de-city-f246ccb1f5,,active
DE,Rohrdorf,gtfs.de — Rohrdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-70a45812b9,,active
DE,Rohrenfels,gtfs.de — Rohrenfels,https://download.gtfs.de/germany/free/latest.zip,de-city-88276b9bf3,,active
DE,Rohrmoos,gtfs.de — Rohrmoos,https://download.gtfs.de/germany/free/latest.zip,de-city-1980917140,,active
DE,Rohrsen,gtfs.de — Rohrsen,https://download.gtfs.de/germany/free/latest.zip,de-city-806bc1fea6,,active
DE,Roigheim,gtfs.de — Roigheim,https://download.gtfs.de/germany/free/latest.zip,de-city-9fc71f0417,,active
DE,Rommersheim,gtfs.de — Rommersheim,https://download.gtfs.de/germany/free/latest.zip,de-city-8af81ddaf7,,active
DE,Rommerskirchen,gtfs.de — Rommerskirchen,https://download.gtfs.de/germany/free/latest.zip,de-city-e0b2d93834,,active
DE,Romrod,gtfs.de — Romrod,https://download.gtfs.de/germany/free/latest.zip,de-city-52e046351e,,active
DE,Romstedt,gtfs.de — Romstedt,https://download.gtfs.de/germany/free/latest.zip,de-city-9bffcaf3ce,,active
DE,Rondeshagen,gtfs.de — Rondeshagen,https://download.gtfs.de/germany/free/latest.zip,de-city-3220f71b2b,,active
DE,Ronnenberg,gtfs.de — Ronnenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-b3b4075bf0,,active
DE,Ronshausen,gtfs.de — Ronshausen,https://download.gtfs.de/germany/free/latest.zip,de-city-7ed464f01a,,active
DE,Rorodt,gtfs.de — Rorodt,https://download.gtfs.de/germany/free/latest.zip,de-city-eb86e534f1,,active
DE,Rosa,gtfs.de — Rosa,https://download.gtfs.de/germany/free/latest.zip,de-city-bcaa02e895,,active
DE,Rosbach vor der Hohe,gtfs.de — Rosbach vor der Hohe,https://download.gtfs.de/germany/free/latest.zip,de-city-8f80a3794a,,active
DE,Rosche,gtfs.de — Rosche,https://download.gtfs.de/germany/free/latest.zip,de-city-cda3e04dc1,,active
DE,Rosdorf,gtfs.de — Rosdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-1c888dbf07,,active
DE,Rosenberg,gtfs.de — Rosenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-107b13bbbb,,active
DE,Rosenfeld,gtfs.de — Rosenfeld,https://download.gtfs.de/germany/free/latest.zip,de-city-dffa3e36d4,,active
DE,Rosenheim,gtfs.de — Rosenheim,https://download.gtfs.de/germany/free/latest.zip,de-city-7af06ade79,,active
DE,Rosenow,gtfs.de — Rosenow,https://download.gtfs.de/germany/free/latest.zip,de-city-cc84ead782,,active
DE,Rosenthal,gtfs.de — Rosenthal,https://download.gtfs.de/germany/free/latest.zip,de-city-922dce51b7,,active
DE,Rositz,gtfs.de — Rositz,https://download.gtfs.de/germany/free/latest.zip,de-city-f6b91dbdfb,,active
DE,Roskow,gtfs.de — Roskow,https://download.gtfs.de/germany/free/latest.zip,de-city-98914ae9b9,,active
DE,Roslau,gtfs.de — Roslau,https://download.gtfs.de/germany/free/latest.zip,de-city-ac3d3fb947,,active
DE,Rosrath,gtfs.de — Rosrath,https://download.gtfs.de/germany/free/latest.zip,de-city-566dc8a4b5,,active
DE,Rossbach,gtfs.de — Rossbach,https://download.gtfs.de/germany/free/latest.zip,de-city-714ba0dc81,,active
DE,Rossdorf,gtfs.de — Rossdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-257c96830b,,active
DE,Rosshaupten,gtfs.de — Rosshaupten,https://download.gtfs.de/germany/free/latest.zip,de-city-413b02502f,,active
DE,Rossla,gtfs.de — Rossla,https://download.gtfs.de/germany/free/latest.zip,de-city-67edcff860,,active
DE,Rosslau,gtfs.de — Rosslau,https://download.gtfs.de/germany/free/latest.zip,de-city-1a18cdcbe9,,active
DE,Rossleben,gtfs.de — Rossleben,https://download.gtfs.de/germany/free/latest.zip,de-city-8399e3f76b,,active
DE,Rosstal,gtfs.de — Rosstal,https://download.gtfs.de/germany/free/latest.zip,de-city-7bae55b6e4,,active
DE,Rosswein,gtfs.de — Rosswein,https://download.gtfs.de/germany/free/latest.zip,de-city-bbda9d9c31,,active
DE,Rostock,gtfs.de — Rostock,https://download.gtfs.de/germany/free/latest.zip,de-city-365578d9b5,,active
DE,Rot,gtfs.de — Rot,https://download.gtfs.de/germany/free/latest.zip,de-city-151fa469b6,,active
DE,Rot am See,gtfs.de — Rot am See,https://download.gtfs.de/germany/free/latest.zip,de-city-bd68590329,,active
DE,Rot an der Rot,gtfs.de — Rot an der Rot,https://download.gtfs.de/germany/free/latest.zip,de-city-5cb5dfdcef,,active
DE,Rotgesbuttel,gtfs.de — Rotgesbuttel,https://download.gtfs.de/germany/free/latest.zip,de-city-946d168b8d,,active
DE,Roth,gtfs.de — Roth,https://download.gtfs.de/germany/free/latest.zip,de-city-a99deebc7d,,active
DE,Rotha,gtfs.de — Rotha,https://download.gtfs.de/germany/free/latest.zip,de-city-c09e71364a,,active
DE,Rothenbach,gtfs.de — Rothenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-50594fd196,,active
DE,Rothenberg,gtfs.de — Rothenberg,https://download.gtfs.de/germany/free/latest.zip,de-city-115a5f41e8,,active
DE,Rothenburg,gtfs.de — Rothenburg,https://download.gtfs.de/germany/free/latest.zip,de-city-b5769ac4fd,,active
DE,Rothenburg ob der Tauber,gtfs.de — Rothenburg ob der Tauber,https://download.gtfs.de/germany/free/latest.zip,de-city-6c4ccb2afa,,active
DE,Rothenburgsort,gtfs.de — Rothenburgsort,https://download.gtfs.de/germany/free/latest.zip,de-city-eb0c834549,,active
DE,Rothenfels,gtfs.de — Rothenfels,https://download.gtfs.de/germany/free/latest.zip,de-city-a8e87eb376,,active
DE,Rotsweiler-Nockenthal,gtfs.de — Rotsweiler-Nockenthal,https://download.gtfs.de/germany/free/latest.zip,de-city-1216e55e40,,active
DE,Rott,gtfs.de — Rott,https://download.gtfs.de/germany/free/latest.zip,de-city-96256de40d,,active
DE,Rottach-Egern,gtfs.de — Rottach-Egern,https://download.gtfs.de/germany/free/latest.zip,de-city-653b2f66a5,,active
DE,Rottenbach,gtfs.de — Rottenbach,https://download.gtfs.de/germany/free/latest.zip,de-city-7a4fa50cf4,,active
DE,Rottenbuch,gtfs.de — Rottenbuch,https://download.gtfs.de/germany/free/latest.zip,de-city-87436e4e1e,,active
DE,Rottenburg,gtfs.de — Rottenburg,https://download.gtfs.de/germany/free/latest.zip,de-city-5c9de1b106,,active
DE,Rottenburg an der Laaber,gtfs.de — Rottenburg an der Laaber,https://download.gtfs.de/germany/free/latest.zip,de-city-5f4823b683,,active
DE,Rotterode,gtfs.de — Rotterode,https://download.gtfs.de/germany/free/latest.zip,de-city-6668b23253,,active
DE,Rotthalmunster,gtfs.de — Rotthalmunster,https://download.gtfs.de/germany/free/latest.zip,de-city-dd02134b44,,active
DE,Rottweil,gtfs.de — Rottweil,https://download.gtfs.de/germany/free/latest.zip,de-city-fc6d54ae70,,active
DE,Rovershagen,gtfs.de — Rovershagen,https://download.gtfs.de/germany/free/latest.zip,de-city-f4e8eb3e13,,active
DE,Ruckersdorf,gtfs.de — Ruckersdorf,https://download.gtfs.de/germany/free/latest.zip,de-city-e7f6312247,,active
DE,Ruckholz,gtfs.de — Ruckholz,https://download.gtfs.de/germany/free/latest.zip,de-city-f41abe289e,,active
DE,Rudelzhausen,gtfs.de — Rudelzhausen,https://download.gtfs.de/germany/free/latest.zip,de-city-c378d45af0,,active
DE,Ruderatshofen,gtfs.de — Ruderatshofen,https://download.gtfs.de/germany/free/latest.zip,de-city-16d6d0d466,,active
DE,Rudersberg,gtfs.de — Rudersberg,https://download.gtfs.de/germany/free/latest.zip,de-city-359694c6d0,,active
DE,Ruderting,gtfs.de — Ruderting,https://download.gtfs.de/germany/free/latest.zip,de-city-32e8df6295,,active
DE,Rudesheim,gtfs.de — Rudesheim,https://download.gtfs.de/germany/free/latest.zip,de-city-10ca6ed7aa,,active
DE,Rudesheim am Rhein,gtfs.de — Rudesheim am Rhein,https://download.gtfs.de/germany/free/latest.zip,de-city-9f61d85387,,active
DE,Rudnitz,gtfs.de — Rudnitz,https://download.gtfs.de/germany/free/latest.zip,de-city-a7090209d6,,active
DE,Rudolstadt,gtfs.de — Rudolstadt,https://download.gtfs.de/germany/free/latest.zip,de-city-3276403aa8,,active
DE,Rudow,gtfs.de — Rudow,https://download.gtfs.de/germany/free/latest.zip,de-city-56348b0dde,,active
DE,Rugland,gtfs.de — Rugland,https://download.gtfs.de/germany/free/latest.zip,de-city-6a441c61b7,,active
DE,Ruhen,gtfs.de — Ruhen,https://download.gtfs.de/germany/free/latest.zip,de-city-c676a24b24,,active
DE,Ruhland,gtfs.de — Ruhland,https://download.gtfs.de/germany/free/latest.zip,de-city-796464404c,,active
DE,Ruhmannsfelden,gtfs.de — Ruhmannsfelden,https://download.gtfs.de/germany/free/latest.zip,de-city-f5198bde77,,active
DE,Ruhpolding,gtfs.de — Ruhpolding,https://download.gtfs.de/germany/free/latest.zip,de-city-f2e057965b,,active
DE,Ruhr / Rhein-Ruhr,"VRR (openVRR, Mentz EFA)",https://efa.vrr.de/vrr/XML_DM_REQUEST,rtweb-de-vrr-openvrr-mentz-efa,,active
